1942_s_at	1019
1945_at	891
1951_at	285
1953_at	7422
1955_s_at	4091
1957_s_at	7046
1961_f_at	4846
196_s_at	838
1983_at	894
1986_at	5934
1993_s_at	672
2004_at	4214
2010_at	6500
2017_s_at	595
2021_s_at	898
2022_at	208
2029_at	394
2030_at	7481
2031_s_at	1026
2034_s_at	1027
2035_s_at	2023
2037_s_at	6198
2039_s_at	2534
2047_s_at	3728
2049_s_at	3726
2050_s_at	5879
2053_at	1000
2055_s_at	3688
2056_at	2260
2061_at	3676
2068_s_at	1870
2069_s_at	1495
2070_i_at	5599
2082_s_at	999
208_at	1496
2090_i_at	7475
2091_at	54361
210_at	5330
226_at	5573
237_s_at	5515
244_at	3297
265_s_at	6401
267_at	2475
268_at	5175
277_at	4170
281_s_at	5530
289_at	6774
296_at	7280
303_at	6654
304_at	6655
311_s_at	2335
312_s_at	5747
31380_at	2081
31440_at	6932
31467_at	3111
31470_at	5208
31488_s_at	5230
31491_s_at	841
31499_s_at	2215
31530_at	32
31597_r_at	1978
31611_s_at	10018
31724_at	6469
31769_at	7479
31776_at	2771
31791_at	8626
31803_at	23308
31805_at	2261
31809_at	1272
31813_at	815
31820_at	3059
31859_at	4318
31892_at	5797
31928_at	2251
31979_at	5210
32025_at	6934
32029_at	5170
32035_at	3126
32047_at	1676
32068_at	719
32104_i_at	818
32121_at	5293
32135_at	6720
32138_at	1759
32142_at	6788
32156_at	5819
32157_at	5499
321_at	8976
32229_at	9470
32249_at	3075
32263_at	9133
32271_at	8061
32272_at	10376
322_at	8503
32318_s_at	60
32321_at	3133
32324_at	7529
32336_at	226
32434_at	4082
32479_at	8792
32530_at	10971
32538_at	7018
32540_at	5533
32550_r_at	1050
32599_at	7248
32622_at	1785
32640_at	3383
32698_at	5817
32703_at	10733
32720_at	9140
32725_at	637
32736_at	5880
32773_at	3117
32818_at	3371
32825_at	3276
32854_at	23291
32859_at	6772
32861_s_at	940
32891_at	5581
32892_at	6196
32963_s_at	58528
32972_at	27035
32986_s_at	4093
33002_at	8440
33013_at	5161
33066_at	5787
33085_at	5133
330_s_at	7277
33108_i_at	6657
33131_at	6659
33136_at	7329
33144_at	1453
33200_at	3996
33222_at	8324
33229_at	6197
33245_at	5603
33261_at	3125
33281_at	9641
33285_i_at	80143
33319_at	8312
33354_at	64750
33374_at	717
33401_at	5648
33440_at	6935
33447_at	10627
33474_at	2735
33524_at	1399
33571_at	5260
33575_at	10666
33578_at	8326
33595_r_at	5897
33598_r_at	114548
33602_at	8698
33604_at	8471
33612_at	64135
33678_i_at	10383
33684_at	7482
33700_at	10253
33702_f_at	5105
33745_at	5261
33770_at	1147
33802_at	3162
33808_at	7005
33809_at	2770
33814_at	10298
33831_at	1387
33876_at	25937
33896_at	2033
338_at	22926
33908_at	823
33945_at	959
33955_at	3592
33980_at	5207
34022_at	2921
34055_at	91
34091_s_at	7431
34160_at	71
34184_at	10297
34197_at	5296
341_at	5724
34202_at	25945
34213_at	23286
34346_at	5571
34416_at	867
34472_at	8323
34473_at	7100
34493_at	8794
34598_at	7143
34607_at	29851
34650_at	5139
34663_at	2213
34665_g_at	2212
34666_at	6648
34691_f_at	10093
34701_at	1742
34719_at	2744
34724_at	2909
34735_at	6093
34740_at	2309
34743_at	23513
34827_at	8408
34846_at	816
34881_at	29895
34886_at	5962
34892_at	8795
34898_at	374
34997_r_at	7855
34999_at	5818
35008_at	8864
35015_at	941
35021_at	658
35044_i_at	353500
35084_at	268
35107_at	8600
35125_at	6194
35126_at	10163
35149_at	958
35162_s_at	92
35174_i_at	1917
35188_at	9855
35200_at	8091
35234_at	8434
35249_at	9134
35299_at	8569
35316_at	10670
35335_at	9475
35348_at	5564
35365_at	3611
35380_at	7003
35502_at	269
35518_at	5506
35537_at	8793
35617_at	5598
35622_at	25759
35630_at	3993
35632_at	868
35633_at	9844
35634_at	10454
35654_at	5332
35658_at	5663
35662_at	839
35681_r_at	9839
35698_at	3426
35711_at	27165
35767_at	11345
35785_at	23710
35807_at	1535
35810_at	10094
35818_at	54205
35822_at	629
35872_at	5140
35905_s_at	2597
35915_at	3626
35932_at	10637
35945_at	1740
35951_at	9369
35960_at	3551
35967_at	405
35980_at	23236
36004_at	8517
36021_at	51176
36108_at	3119
36119_at	857
36143_at	836
36204_at	5792
36211_at	599
36215_at	5567
36232_at	2258
36235_at	1457
36238_at	4303
36240_at	2889
36241_r_at	2538
36266_at	10411
36270_at	942
36273_at	8851
36274_at	6541
36287_at	5294
36294_at	6789
362_at	5590
36354_at	63923
36356_at	8200
36359_at	5568
36372_at	3101
36386_at	5163
363_at	5582
36412_s_at	3665
36422_s_at	8646
36439_at	9706
36480_at	5256
36495_at	2203
364_s_at	5331
36517_at	7307
36578_at	329
36601_at	7414
36611_at	52
36617_at	3397
36638_at	1490
36640_at	4633
36646_at	5340
36661_s_at	929
36662_at	58498
36663_at	4878
36667_at	5834
36669_at	2354
36705_at	5565
36790_at	7168
36799_at	2535
36843_at	6494
36902_at	391
36905_at	6885
36925_at	3306
36953_at	4089
37001_at	824
37009_at	847
37039_at	3122
37043_at	3399
37056_at	7006
37057_s_at	7187
37076_at	6517
37077_at	5313
37110_at	5209
37136_at	10603
37171_at	9493
37177_at	965
37187_at	2920
37188_at	5106
37190_at	8936
371_at	3661
37215_at	5836
37220_at	2209
37221_at	5577
37227_at	317
37228_at	5347
37277_at	4671
37286_at	4897
37298_at	11337
37299_at	2997
37305_at	2146
37310_at	5328
37324_at	7037
37333_at	1786
37344_at	3108
37383_f_at	3106
37392_at	5257
37420_i_at	3134
37427_at	22854
37504_at	57154
37514_s_at	10747
37535_at	1385
37541_at	6404
37611_at	4982
37629_at	1459
37638_at	1793
37678_at	25805
37725_at	5501
37734_at	55233
37752_at	1977
37760_at	10458
37781_at	9379
37807_at	2645
37816_at	727
37918_at	3689
37975_at	1536
37979_at	10413
38010_at	664
38019_at	1454
38083_at	4853
38095_i_at	3115
38118_at	6464
38125_at	5054
38213_at	695
38214_at	5727
38219_at	1398
38233_at	9454
38242_at	29760
38271_at	9759
38277_at	5532
38281_at	840
38288_at	6591
38292_at	9455
38299_at	3569
38300_at	8321
38320_s_at	3991
38350_f_at	7278
38356_at	10468
38363_at	7305
38369_at	4615
38392_at	10092
38422_s_at	2274
38429_at	2194
38453_at	3384
38510_at	11213
38515_at	655
38517_at	10379
38528_at	31
38533_s_at	3684
38545_at	3625
38546_at	3556
38547_at	3683
38551_at	3897
38557_at	4685
38570_at	3112
38580_at	2776
38638_at	5160
38644_at	5829
38699_at	10382
38750_at	4854
38755_at	8772
38764_at	23405
38771_at	3065
38775_at	4035
38796_at	713
38813_at	7249
38815_at	10552
38833_at	3113
38852_at	116986
38893_at	4689
38948_at	5509
38963_i_at	7454
38980_at	23118
38994_at	8835
39043_at	10095
39048_at	4855
39084_at	2027
39143_at	4772
39145_at	10398
39154_at	10912
39160_at	5162
39184_at	6923
39239_at	926
39240_at	9378
39291_at	5255
39300_at	810
39303_at	8945
39314_at	93
39319_at	3937
39320_at	834
39325_at	7044
39332_at	347733
39364_s_at	5507
39395_at	7070
39409_at	715
39415_at	3190
39499_s_at	56288
39510_r_at	27250
39511_at	4301
39565_at	657
39582_at	1540
39601_at	11186
39671_at	26052
39695_at	1604
39723_at	8454
39736_at	998
39742_at	10010
39753_at	3678
39764_at	90
39821_s_at	4616
39826_f_at	54541
39861_at	2017
39965_at	5881
39989_at	10325
39998_at	659
40057_at	5837
40065_s_at	1739
40091_at	604
40099_at	9181
40103_at	7430
40114_at	174
40116_at	5211
40137_at	5770
40180_at	8660
40193_at	2026
40268_at	2355
40293_at	8789
402_s_at	3385
40310_at	7097
40344_at	22871
40358_at	2737
40362_at	4791
40366_at	6403
40369_f_at	3135
40443_at	1500
40496_at	716
40507_at	6513
40513_at	5534
40532_at	332
40565_at	348
40570_at	2308
40682_at	2998
40696_at	8737
40699_at	925
40704_at	5290
40738_at	914
40766_at	720
40773_at	4636
40777_at	1499
40781_at	10000
40867_at	5518
40873_at	1857
408_at	2919
40964_at	3099
40968_at	9021
41010_at	9456
41011_i_at	11069
41014_s_at	5308
41015_at	5562
41035_at	9755
41037_at	7004
41038_at	4688
41049_at	3667
41065_at	4793
410_s_at	1460
41136_s_at	351
41140_at	3460
41187_at	103910
41209_at	4023
41215_s_at	3398
41237_at	3105
41244_f_at	5500
41349_at	5664
41374_at	6199
41384_at	8767
41432_at	9252
41433_at	7412
41444_at	5609
41453_at	1741
41485_at	3939
414_at	3236
41536_at	3400
41544_at	10769
41586_at	8817
41592_at	8651
41609_at	3109
41632_at	1871
41657_at	6794
41795_at	4690
438_at	5566
471_f_at	10381
486_at	842
563_at	3593
570_at	5971
587_at	1901
595_at	7128
790_at	4803
794_at	5777
806_at	1263
862_at	5268
876_at	2773
924_s_at	5516
973_at	6446
974_at	9020
976_s_at	5594
983_at	6300
993_at	7297
996_at	2246
